domain,phylum,class,order,family,genus
Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriae,Acidobacteriae,Acidobacteriae
Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriae,Acidobacteriae,Paludibaculum
Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae_(Subgroup_1),Bryocella
Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae_(Subgroup_1),Edaphobacter
Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae_(Subgroup_1),Granulicella
Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae_(Subgroup_1),Terriglobus
Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae_(Subgroup_1),Unclassified Acidobacteriaceae_(Subgroup_1)
Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae_(Subgroup_1),Uncultured Acidobacteriaceae_(Subgroup_1)
Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Koribacteraceae,Candidatus_Koribacter
Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Unclassified Acidobacteriales,Unclassified Acidobacteriales
Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Uncultured Acidobacteriales,Uncultured Acidobacteriales
Bacteria,Acidobacteriota,Acidobacteriae,AKIW659,AKIW659,AKIW659
Bacteria,Acidobacteriota,Acidobacteriae,AMGG11,AMGG11,AMGG11
Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter
Bacteria,Acidobacteriota,Acidobacteriae,Elev-16S-1166,Elev-16S-1166,Elev-16S-1166
Bacteria,Acidobacteriota,Acidobacteriae,GOUTB8,GOUTB8,GOUTB8
Bacteria,Acidobacteriota,Acidobacteriae,PAUC26f,PAUC26f,PAUC26f
Bacteria,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus_Solibacter
Bacteria,Acidobacteriota,Acidobacteriae,Subgroup_12,Subgroup_12,Subgroup_12
Bacteria,Acidobacteriota,Acidobacteriae,Subgroup_13,Subgroup_13,Subgroup_13
Bacteria,Acidobacteriota,Acidobacteriae,Subgroup_15,Subgroup_15,Subgroup_15
Bacteria,Acidobacteriota,Acidobacteriae,Subgroup_2,Subgroup_2,Subgroup_2
Bacteria,Acidobacteriota,Acidobacteriae,Unclassified Acidobacteriae,Unclassified Acidobacteriae,Unclassified Acidobacteriae
Bacteria,Acidobacteriota,Acidobacteriota,Acidobacteriota,Acidobacteriota,Acidobacteriota
Bacteria,Acidobacteriota,AT-s3-28,AT-s3-28,AT-s3-28,AT-s3-28
Bacteria,Acidobacteriota,Blastocatellia,45620,45620,45620
Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Aridibacter
Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatella
Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Blastocatellaceae
Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,JGI_0001001-H03
Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,OLB17
Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Stenotrophobacter
Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Unclassified Blastocatellaceae
Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Uncultured Blastocatellaceae
Bacteria,Acidobacteriota,Blastocatellia,DS-100,DS-100,DS-100
Bacteria,Acidobacteriota,Blastocatellia,Elev-16S-573,Elev-16S-573,Elev-16S-573
Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41
Bacteria,Acidobacteriota,Blastocatellia,Unclassified Blastocatellia,Unclassified Blastocatellia,Unclassified Blastocatellia
Bacteria,Acidobacteriota,Holophagae,Subgroup_7,Subgroup_7,Subgroup_7
Bacteria,Acidobacteriota,Subgroup_11,Subgroup_11,Subgroup_11,Subgroup_11
Bacteria,Acidobacteriota,Subgroup_18,Subgroup_18,Subgroup_18,Subgroup_18
Bacteria,Acidobacteriota,Subgroup_20,Subgroup_20,Subgroup_20,Subgroup_20
Bacteria,Acidobacteriota,Subgroup_21,Subgroup_21,Subgroup_21,Subgroup_21
Bacteria,Acidobacteriota,Subgroup_22,Subgroup_22,Subgroup_22,Subgroup_22
Bacteria,Acidobacteriota,Subgroup_25,Subgroup_25,Subgroup_25,Subgroup_25
Bacteria,Acidobacteriota,Subgroup_5,Subgroup_5,Subgroup_5,Subgroup_5
Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup_10
Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Thermoanaerobaculum
Bacteria,Acidobacteriota,Unclassified Acidobacteriota,Unclassified Acidobacteriota,Unclassified Acidobacteriota,Unclassified Acidobacteriota
Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup_17,Subgroup_17,Subgroup_17
Bacteria,Acidobacteriota,Vicinamibacteria,Subgroup_9,Subgroup_9,Subgroup_9
Bacteria,Acidobacteriota,Vicinamibacteria,Unclassified Vicinamibacteria,Unclassified Vicinamibacteria,Unclassified Vicinamibacteria
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Unclassified Vicinamibacterales,Unclassified Vicinamibacterales
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Uncultured Vicinamibacterales,Uncultured Vicinamibacterales
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Luteitalea
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Unclassified Vicinamibacteraceae
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Uncultured Vicinamibacteraceae
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacter
Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,Vicinamibacteraceae,Vicinamibacteraceae
Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Uncultured Acidimicrobiaceae
Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinales,Actinomarinales
Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Unclassified Actinomarinales,Unclassified Actinomarinales
Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Uncultured Actinomarinales,Uncultured Actinomarinales
Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,IMCC26256,IMCC26256
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29_marine_group
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacteraceae
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Unclassified Ilumatobacteraceae
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Uncultured Ilumatobacteraceae
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,IMCC26207
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Uncultured Microtrichaceae
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichales,Microtrichales
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Unclassified Microtrichales,Unclassified Microtrichales
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Uncultured Microtrichales,Uncultured Microtrichales
Bacteria,Actinobacteriota,Acidimicrobiia,Unclassified Acidimicrobiia,Unclassified Acidimicrobiia,Unclassified Acidimicrobiia
Bacteria,Actinobacteriota,Acidimicrobiia,Uncultured Acidimicrobiia,Uncultured Acidimicrobiia,Uncultured Acidimicrobiia
Bacteria,Actinobacteriota,Actinobacteria,0319-7L14,0319-7L14,0319-7L14
Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces
Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinotignum
Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,F0332
Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Flaviflexus
Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Mobiluncus
Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Varibaculum
Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Aeriscardovia
Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Alloscardovia
Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium
Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella
Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Scardovia
Bacteria,Actinobacteriota,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Unclassified Bifidobacteriaceae
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Lawsonella
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Turicella
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriales_Incertae_Sedis,Tomitella
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Dietziaceae,Dietzia
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Smaragdicoccus
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Unclassified Nocardiaceae
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Williamsia
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Tsukamurellaceae,Tsukamurella
Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Unclassified Corynebacteriales,Unclassified Corynebacteriales
Bacteria,Actinobacteriota,Actinobacteria,Euzebyales,Euzebyaceae,Euzebya
Bacteria,Actinobacteriota,Actinobacteria,Euzebyales,Euzebyaceae,Uncultured Euzebyaceae
Bacteria,Actinobacteriota,Actinobacteria,FFCH16263,FFCH16263,FFCH16263
Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus
Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Cryptosporangiaceae,Cryptosporangium
Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Frankiaceae,Frankia
Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans
Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Frankiales,Frankiales
Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,Antricoccus
Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,Blastococcus
Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,Geodermatophilus
Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,Klenkia
Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,Modestobacter
Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Geodermatophilaceae,Unclassified Geodermatophilaceae
Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Nakamurellaceae,Nakamurella
Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,Candidatus_Planktophila
Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,hgcI_clade
Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,Sporichthya
Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,Sporichthyaceae
Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,Unclassified Sporichthyaceae
Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,Uncultured Sporichthyaceae
Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Unclassified Frankiales,Unclassified Frankiales
Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Uncultured Frankiales,Uncultured Frankiales
Bacteria,Actinobacteriota,Actinobacteria,Glycomycetales,Glycomycetaceae,Glycomyces
Bacteria,Actinobacteriota,Actinobacteria,Glycomycetales,Glycomycetaceae,Uncultured Glycomycetaceae
Bacteria,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,Angustibacter
Bacteria,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,Kineococcus
Bacteria,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,Kineosporia
Bacteria,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,Pseudokineococcus
Bacteria,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,Quadrisphaera
Bacteria,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,Unclassified Kineosporiaceae
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Beutenbergiaceae,Miniimonas
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Beutenbergiaceae,Unclassified Beutenbergiaceae
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Bogoriellaceae,Georgenia
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Brevibacteriaceae,Sediminivirga
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Cellulomonadaceae,Actinotalea
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Cellulomonadaceae,Cellulomonas
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Cellulomonadaceae,Pseudactinotalea
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Demequinaceae,Demequina
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Demequinaceae,Uncultured Demequinaceae
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermabacteraceae,Dermabacter
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermacoccaceae,Dermacoccus
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermacoccaceae,Kytococcus
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermacoccaceae,Unclassified Dermacoccaceae
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermatophilaceae,Dermatophilus
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermatophilaceae,Kineosphaera
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermatophilaceae,Mobilicoccus
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermatophilaceae,Unclassified Dermatophilaceae
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermatophilaceae,Uncultured Dermatophilaceae
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Aquipuribacter
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Arsenicicoccus
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Intrasporangium
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Janibacter
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Ornithinicoccus
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Ornithinimicrobium
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Oryzihumus
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Phycicoccus
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Terrabacter
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Tetrasphaera
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Unclassified Intrasporangiaceae
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Agrococcus
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Agromyces
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Aurantimicrobium
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus_Aquiluna
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus_Limnoluna
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus_Planktoluna
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Chryseoglobus
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Cryobacterium
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Curtobacterium
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Frigoribacterium
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Galbitalea
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Gulosibacter
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Huakuichenia
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,MWH-Ta3
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Naasia
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Pseudoclavibacter
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Rathayibacter
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Rhodoluna
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Unclassified Microbacteriaceae
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Citricoccus
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Enteractinococcus
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Garicola
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Glutamicibacter
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Nesterenkonia
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Paenarthrobacter
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Paeniglutamicibacter
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Rothia
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Unclassified Micrococcaceae
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Yaniella
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcales_Incertae_Sedis,Timonella
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Promicromonosporaceae,Cellulosimicrobium
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Promicromonosporaceae,Isoptericola
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Promicromonosporaceae,Promicromonospora
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Ruaniaceae,Ruania
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Sanguibacteraceae,Sanguibacter
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Unclassified Micrococcales,Unclassified Micrococcales
Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Asanoa
Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Catellatospora
Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Catelliglobosispora
Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Catenuloplanes
Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Dactylosporangium
Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Hamadaea
Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Longispora
Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Luedemannella
Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora
Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Phytohabitans
Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Rhizocola
Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Unclassified Micromonosporaceae
Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Uncultured Micromonosporaceae
Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Virgisporangium
Bacteria,Actinobacteriota,Actinobacteria,Nitriliruptorales,Nitriliruptoraceae,Egicoccus
Bacteria,Actinobacteriota,Actinobacteria,Nitriliruptorales,Nitriliruptoraceae,Nitriliruptor
Bacteria,Actinobacteriota,Actinobacteria,Nitriliruptorales,Nitriliruptoraceae,Nitriliruptoraceae
Bacteria,Actinobacteriota,Actinobacteria,Nitriliruptorales,Nitriliruptoraceae,Unclassified Nitriliruptoraceae
Bacteria,Actinobacteriota,Actinobacteria,PeM15,PeM15,PeM15
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Actinopolymorpha
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Flindersiella
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Kribbella
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Mumia
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Tenggerimyces
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Unclassified Nocardioidaceae
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Uncultured Nocardioidaceae
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Friedmanniella
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Haloactinopolyspora
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Jiangella
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Luteococcus
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Microlunatus
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Micropruina
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propioniciclava
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Tessaracoccus
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Unclassified Propionibacteriaceae
Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Uncultured Propionibacteriaceae
Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinoalloteichus
Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinomycetospora
Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinophytocola
Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Allokutzneria
Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis
Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Crossiella
Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Kibdelosporangium
Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Lechevalieria
Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Prauserella
Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia
Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardiaceae
Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharomonospora
Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora
Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix
Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Unclassified Pseudonocardiaceae
Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,E1B-B3-114
Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Kitasatospora
Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Unclassified Streptomycetaceae
Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Lipingzhangella
Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis
Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Thermobifida
